"카테고리","대표질문","유사질문","검증샘플","의도","답변"
"서비스이용안내","올레 고객센터 업무 시간은 언제인가요?","","올레 고객센터 업무 시간은 언제인가요?","샵","- 평일: 오전 9시~19시- 토요일: 오전 9시~14시※ 주말 및 공휴일은 휴무입니다.(단, 분실 및 통화품질 관련 상담은 365일 24시간 운영)"
"서비스이용안내","마이페이지에 주문한 상품이 보이지 않아요.","","마이페이지에 주문한 상품이 보이지 않아요.","샵","사이트의 오류 또는 전자결제 대행사의 사정으로 주문이 되지않은 경우가 간혹 있을 수 있으니 로그아웃 후 재 로그인 하여 확인하시고, 그래도 확인이 되지 않을 경우 올레 고객센터(국번 없이 100번, 휴대폰 발신 시 지역번호 포함)에 문의해 주시기 바랍니다."
"서비스이용안내","쇼핑카트에 보관했다가 나중에 구입할 수도 있나요?","","쇼핑카트에 보관했다가 나중에 구입할 수도 있나요?","샵","쇼핑카트에 담긴 상품은 1개월 이내에 다시 상품을 검색하지 않고도 구입하실 수 있는 편리한 서비스입니다. (단, 쇼핑카트에 담긴 상품은 30일 이후 자동삭제됨)"
"서비스이용안내","ActiveX 컨트롤 설치하라는 메시지가 떠요!","","ActiveX 컨트롤 설치하라는 메시지가 떠요!","샵","당 사이트의 통상적인 결제 프로그램 등 제반 서비스를 위해 필요하므로 설치를 권장 합니다."
"서비스이용안내","안심클릭이란 무엇인가요?","","안심클릭이란 무엇인가요?","샵","■ 인터넷 쇼핑은 “비대면 거래”라는 특성 때문에 타인의 카드정보를 이용한 부정거래가 발생할 수 있습니다.안심클릭서비스는 고객님의 안전한 인터넷 쇼핑을 위한 결제 서비스로서 인터넷 물품 구매 시 별도의 비밀번호를 입력함으로써 안전하게 결제할 수 있습니다. ※ [안심클릭 서비스 이용방법] ① 안심클릭을 이용하기 위해서는 해당 카드사 홈페이지 혹은 안심클릭 결제창에서 사용등록을 하셔야 합니다.② 원하시는 카드와 할부개월 수를 선택하여 나타난 안심클릭 결제창에서 카드정보 및 개인확인 메시지를 입력하여 안전하게 결제할 수 있습니다.(결제금액이 30만원 이상일 경우에는 공인인증서만 사용 가능합니다.) ▶ 비밀번호 + CVC번호 인증방식(비밀번호 + CVC번호 방식으로 인증시 안심클릭 비밀번호와 카드 뒷면 CVC번호 3자리를 입력해야 합니다. 30만원 미만 결제 시에 사용하실 수 있습니다.) ▶ 공인인증서 인증방식 (결제금액이 30만원 이상일 경우에는 공인인증서만 사용 가능합니다.사용 가능한 공인인증서는 은행/신용카드/보험용 인증서 및 범용 인증서 입니다. 증권용 인증서는 사용이 불가능합니다. 증권용 인증서를 소지하신 고객은 신용카드용을 발급받아 사용이 가능합니다. ☞ 안심클릭에 해당되지 않는 BC카드, 국민카드, 조흥비자카드는 인터넷 안전결제(ISP) 인증등록 후 사용하셔야 합니다."
"서비스이용안내","공인인증서 발급받는 방법을 알려주세요.","","공인인증서 발급받는 방법을 알려주세요.","샵","■ 공인인증서란? 공인인증기관(Certification Authority)이 발행한 사이버 거래용 인감증명서를 말합니다.   ㅇ 전자거래 시 전자서명 및 공인인증서를 사용하시면 신원확인, 문서의 위ㆍ변조, 거래사  실의 부인 방지 등의 효과를 얻을 수 있습니다. 신용카드(BC, 국민, 롯데, 삼성, 신한, 엘지, 현대카드)로 30만원 이상 물품 거래 시에는 반드시 공인인증서가 필요합니다. 공인인증서가 사용하는 PC에 있으신 경우 그대로 사용이 가능하며, 공인인증서가 없으신 경우 금융거래를 하는 가까운 은행, 증권회사 등을 방문하시거나 공인인증서 찾아가는 서비스를 이용하셔서 공인인증서를 발급받으실 수 있습니다. ※ 공인인증서 찾아가는 서비스 : 공인인증서 찾아가는 서비스는 온라인으로 신청만 하시면 고객이 원하시는 곳으로 24시간 이내에 공인인증서를 배송 및 발급해 드리는 서비스입니다. ※ 공인인증서 등록절차 : 거래 은행이나 증권사 영업점에 신분증을 가지고 직접 방문하셔서 신청하신 뒤, 해당 은행이나 증권사 인터넷 홈페이지에서 안내에 따라 등록합니다."
"서비스이용안내","‘좋아요’ 하기란 무엇인가요?","","‘좋아요’ 하기란 무엇인가요?","샵","‘좋아요’는 다른 사람들의 상품에 대한 호감도를 알 수 있는 척도가 됩니다. 페이스북 서비스의 기존 가입자가 아니더라도, 몇 명이 ‘좋아요’를 했는지 한눈에 확인 가능 합니다.   로그인 전, 페이스북 사용자가 아니더라도, 몇 명의 사람들이 ‘좋아요’를 선택했는지 보실 수 있습니다.  로그인 후, 좋아요를 클릭하고 페이스북 서비스로 로그인 하시면, 해당 상품을 ‘좋아요’한 내 친구들을 보실 수 있습니다."
"서비스이용안내","회원에 가입하지 않으면 olleh 마켓을 이용할 수 없나요?","","회원에 가입하지 않으면 olleh 마켓을 이용할 수 없나요?","마켓 ","PC, 태블릿을 통해 olleh 마켓을 이용하려면 올레닷컴 계정이 필요합니다.olleh 마켓은 올레닷컴 패밀리사이트로서 회원정보를 공동관리하고 있습니다.ID가 없는 경우 올레닷컴에서 회원 가입하시기 바랍니다. 스마트폰에서는 올레닷컴 계정없이이용할 수 있습니다"
"서비스이용안내","회원가입 시 '이미 있는 계정입니다', '중복되는 계약 번호를 사용하는 다른 사용자들의 전화번호를 삭제하지 못하였습니다'라는 메시지가 나오면 어떻게 해야 하나요?","","회원가입 시 '이미 있는 계정입니다', '중복되는 계약 번호를 사용하는 다른 사용자들의 전화번호를 삭제하지 못하였습니다'라는 메시지가 나오면 어떻게 해야 하나요?","마켓 ","고객님의 모바일을 이전에 사용하셨던 분의 회원정보가 정상적으로 삭제되지 않은 경우입니다.  이 경우 핸드폰 번호, 성함, 주민등록번호를 기재하여 올레닷컴(www.olleh.com) > [고객센터] > 상단 [상담/문의/안내] > 왼쪽 [이메일상담]을 클릭하시어 ""서비스 구분""을 ""모바일""로 선택하신 후 이메일 상담으로 접수해 주시면 가입하실 수 있도록 처리해 드립니다."
"서비스이용안내","해외거주자 및 외국인도 olleh 마켓 가입가능한가요?","","해외거주자 및 외국인도 olleh 마켓 가입가능한가요?","마켓 ","해외거주자 및 외국인도 올레닷컴에 회원으로 가입하면 정상적으로 olleh 마켓을 이용할 수 있습니다.  단, 국내에서 olleh 마켓을 통해 제한없이 상품이용이 가능하오나, 해외 로밍 시 이용제한이 있을 수 있습니다."
"서비스이용안내","법인 폰에서 olleh 마켓을 이용할 수 있나요?","","법인 폰에서 olleh 마켓을 이용할 수 있나요?","마켓 ","예, 법인 폰으로도 olleh 마켓을 이용할 수 있습니다."
"서비스이용안내","olleh 마켓을 탈퇴하면 모바일 회원 ID도 삭제 되나요?","","olleh 마켓을 탈퇴하면 모바일 회원 ID도 삭제 되나요?","마켓 ","olleh.com 홈페이지와 olleh 마켓은 회원을 통합적으로 관리하고 있기 때문에 olleh 마켓을 탈퇴하면 olleh.com 회원에서도 탈퇴처리 됩니다."
"서비스이용안내","olleh 마켓 이용 시 성인인증번호를 입력하라고 나옵니다.","","olleh 마켓 이용 시 성인인증번호를 입력하라고 나옵니다.","마켓 ","청소년 이용불가 콘텐츠의 경우 청소년 보호를 위해 성인인증을 실시하고 있습니다. 최초 1회에 한해 주민등록번호(법인폰은 법인등록번호)로 성인인증을 하고 비밀번호를 설정하면 이후에 성인인증번호만으로 이용이 가능합니다."
"서비스이용안내","제 폰에서 olleh 마켓을 다른 아이디로 이용할 수 있나요?","","제 폰에서 olleh 마켓을 다른 아이디로 이용할 수 있나요?","마켓 ","폰은 휴대폰 번호로 인증을 하기 때문에 다른 아이디로 접속하는 기능은 제공하지 않습니다."
"서비스이용안내","쇼앱스토어와 olleh 마켓은 뭐가 다른가요?","","쇼앱스토어와 olleh 마켓은 뭐가 다른가요?","마켓 ","olleh 마켓은 쇼앱스토어와는 달리 어플리케이션을 포함한 다양한 종류의 콘텐츠(음악/영상/eBook)를 다양한 기기에서 이용하실 수 있도록 서비스를 제공하는 종합오픈마켓입니다."
"서비스이용안내","olleh 마켓에서 어떤 콘텐츠를 구입할 수 있나요?","","olleh 마켓에서 어떤 콘텐츠를 구입할 수 있나요?","마켓 ","안드로이드 및 윈도우 모바일 어플리케이션, 음악(mp3), 영상(다운로드, 스트리밍), eBook (텍스트북, 오디오북, 만화), 다운로드팩 콘텐츠를 구입할 수 있습니다. 단, 가입하신 폰에 따라 이용할 수 있는 상품이 다를 수 있습니다."
"서비스이용안내","스마트폰의 기종별로 제공되는 어플리케이션은 차이가 있나요?","","스마트폰의 기종별로 제공되는 어플리케이션은 차이가 있나요?","마켓 ","스마트폰 기능과 OS 환경에 따라 서비스되는 어플과 콘텐츠가 다를 수 있습니다."
"서비스이용안내","어플리케이션 구매 시 '고객님이 등록하신 장치에서는 이용불가한 상품입니다'라고 오류가 납니다.","","어플리케이션 구매 시 '고객님이 등록하신 장치에서는 이용불가한 상품입니다'라고 오류가 납니다.","마켓 ","어플리케이션이 지원하는 단말을 고객님께서 등록하지 않으셨기 때문입니다. 어플리케이션은 단말에 따라 실행 여부가 결정되기 때문에 고객님의 단말 정보를 확인하고 있습니다. olleh 홈페이지(www.olleh.com) > 로그인 > 회원정보수정 > 핸드폰/태블릿 관리 >  SMS 인증하여 정보를 등록할 수 있습니다.* 등록된 단말은 올레닷컴 > 콘텐츠 > App > 구매내역 > My Page > 회원정보관리 > kt 단말인증관리 > 단말등록에서 정보를 확인하실 수 있습니다."
"서비스이용안내","olleh 마켓을 지원하는 안드로이드 스마트폰에는 어떤 것이 있나요?","","olleh 마켓을 지원하는 안드로이드 스마트폰에는 어떤 것이 있나요?","마켓 ","olleh 마켓을 이용할 수 있는 안드로이드 스마트폰은 kt에서 출시하여 서비스 중인 모든 안드로이드폰이며, 서비스 지원에 대한 최신 정보는 olleh 홈페이지(www.olleh.com) > 콘텐츠 > App > 마켓 고객지원 > 이용가능단말 메뉴에서 확인하실 수 있습니다."
"서비스이용안내","olleh 마켓 어플리케이션은 어떻게 설치하나요?","","olleh 마켓 어플리케이션은 어떻게 설치하나요?","마켓 ","쇼앱스토어가 설치되어 있는 경우 실행하시면 olleh 마켓으로 자동 업그레이드 됩니다. ※ 단, 넥서스원은 홈페이지(market.olleh.com)에서 SMS로 설치할 수 있습니다."
"서비스이용안내","쇼앱스토어를 olleh 마켓으로 업데이트 했는데, 아이콘 이름이 쇼앱스토어입니다. 왜 그런가요?","","쇼앱스토어를 olleh 마켓으로 업데이트 했는데, 아이콘 이름이 쇼앱스토어입니다. 왜 그런가요?","마켓 ","안드로이드폰 특성 상 발생하는 문제입니다. 아래의 두 가지 방법으로 해결할 수 있습니다. ① 폰을 껐다 켜시면 아이콘이 변경됩니다.② 쇼앱스토어 아이콘 삭제하시고, olleh 마켓 아이콘을 다시 홈스크린에 등록하시면 됩니다."
"서비스이용안내","콘텐츠를 이용하기 위해 설치해야 할 필수 프로그램은 무엇인가요?","","콘텐츠를 이용하기 위해 설치해야 할 필수 프로그램은 무엇인가요?","마켓 ","구매한 콘텐츠를 이용하기 위해서는 콘텐츠 종류에 따라 플레이어, 미디어보관함, eBook 뷰어, DRM매니저, DRM서비스 등이 필요합니다. 또한 PC 매니저의 내보내기 기능을 이용하려면 싱크매니저를 설치해야 합니다."
"서비스이용안내","콘텐츠를 이용하기 필수 프로그램(예 : 플레이어)은 어떻게 설치하나요?","","콘텐츠를 이용하기 필수 프로그램(예 : 플레이어)은 어떻게 설치하나요?","마켓 ","플레이어, eBook 뷰어 등은 해당 콘텐츠 구매 시 자동으로 설치됩니다. 수동으로 설치하기 원하시면 olleh 마켓 실행 후 스마트폰 메뉴 키를 누르시고 ‘프로그램 설치’ 화면으로 이동하여 각 필수 프로그램을 설치하시기 바랍니다. 필수 프로그램은 무료로 설치하실 수 있습니다."
"서비스이용안내","필수 프로그램을 설치는 무료인가요?","","필수 프로그램을 설치는 무료인가요?","마켓 ","정보이용료와 데이터 통화료 모두 무료입니다."
"서비스이용안내","구매한 콘텐츠를 어떻게 이용할 수 있나요?","","구매한 콘텐츠를 어떻게 이용할 수 있나요?","마켓 ","구매하여 다운로드 한 콘텐츠 중 영상과 음악 콘텐츠는 ''olleh 플레이어'', eBook은 ''olleh eBook''을 통해 이용하실 수 있습니다."
"서비스이용안내","olleh 플레이어와 olleh eBook 뷰어는 어디서 다운로드 받을 수 있나요?","","olleh 플레이어와 olleh eBook 뷰어는 어디서 다운로드 받을 수 있나요?","마켓 ","플레이어, eBook 뷰어 등은 해당 콘텐츠 구매 시 자동으로 설치됩니다. 수동으로 설치하기 원하시면 olleh 마켓 실행 후 스마트폰 메뉴 키를 누르시고 ‘프로그램 설치’ 화면으로 이동하여 각 필수 프로그램을 설치하시기 바랍니다. 필수 프로그램은 무료로 설치하실 수 있습니다."
"서비스이용안내","음악, 영상, eBook을 구매 후 다운로드 했는데 사라졌습니다. 어떻게 재생할 수 있나요?","","음악, 영상, eBook을 구매 후 다운로드 했는데 사라졌습니다. 어떻게 재생할 수 있나요?","마켓 ","콘텐츠 종류에 따라 음악/영상은 olleh 플레이어에서, eBook은 olleh eBook에서 이용하실 수 있습니다."
"서비스이용안내","olleh eBook를 통해 eBook을 보려 하는데 'DRM 오류'가 발생합니다.","","olleh eBook를 통해 eBook을 보려 하는데 'DRM 오류'가 발생합니다.","마켓 ","olleh 마켓 eBook에는 콘텐츠 저작권 보호장치인 DRM이 적용되어 있는 관계로 eBook 콘텐츠를 보기 위해서는 DRM Manager와 DRM Service라는 프로그램이 반드시 설치되어 있어야 합니다. 이 프로그램이 없으면 eBook 보는 중에 오류가 발생합니다. olleh 마켓 실행 후 스마트폰 메뉴 키를 누르시고 ‘프로그램 설치’ 화면으로 이동하여 eBook 필수 프로그램을 설치하시면 DRM 관련 프로그램도 함께 설치됩니다. 자세한 사항은 ebook 고객센터(080-928-1000번)로 문의하시면 안내받으실 수 있습니다."
"서비스이용안내","eBook을 보려고 하는데 Wi-Fi에서 이용할 수 없다고 오류가 발생합니다.","","eBook을 보려고 하는데 Wi-Fi에서 이용할 수 없다고 오류가 발생합니다.","마켓 ","eBook은 콘텐츠 보호 장치인 DRM이 적용되어 있는 관계로 최초 1회 인증서를 단말에 다운로드 받아야 합니다. 그런데 이 인증서는 보안을 위해 3G망에서만 내려 받을 수 있습니다. Wi-Fi 대신 3G로 접속하시어 다시 시도하시면 정상적으로 이용하실 수 있습니다."
"서비스이용안내","설치한 어플리케이션을 어떻게 제거하나요?","","설치한 어플리케이션을 어떻게 제거하나요?","마켓 ","어플리케이션 삭제는 두 가지 방법으로 가능합니다. ① MY > 구매내역 > 어플에서 삭제하고자 하시는 어플리케이션을 찾으신 후 [삭제하기] 버튼을 클릭 하시면 됩니다. ② 스마트폰의 메뉴> 설정> 응용프로그램> 응용프로그램 관리> 프로그램 선택에서 삭제하시면 됩니다."
"서비스이용안내","외장메모리가 있어야 콘텐츠를 다운로드 할 수 있나요?","","외장메모리가 있어야 콘텐츠를 다운로드 할 수 있나요?","마켓 ","안드로이드폰은 필수적으로 외장메모리(SD 카드)가 있어야 다운로드가 가능합니다."
"서비스이용안내","화면에 검색메뉴가 없는데 원하는 콘텐츠 검색은 어떻게 하나요?","","화면에 검색메뉴가 없는데 원하는 콘텐츠 검색은 어떻게 하나요?","마켓 ","olleh 마켓을 실행한 상태에서 폰의 메뉴키를 누르시면 검색 메뉴가 나옵니다. 이를 통해 원하는 검색어를 입력하시면 원하는 콘텐츠를 쉽게 찾을 수 있습니다."
"서비스이용안내","olleh 마켓을 지원하는 윈도우 모바일 폰에는 어떤 것이 있나요?","","olleh 마켓을 지원하는 윈도우 모바일 폰에는 어떤 것이 있나요?","마켓 ","현재 쇼옴니아(SPH-M8400), 레일라(LG-KU2100)만 지원합니다. 다만, 윈도우 모바일폰에서는 음악, 영상, eBook을 제외한 어플리케이션만 제공하고 있습니다."
"서비스이용안내","옴니아팝(SPH-M7200)에서 olleh 마켓 이용할 수 있나요?","","옴니아팝(SPH-M7200)에서 olleh 마켓 이용할 수 있나요?","마켓 ","현재 윈도우 모바일폰 중에서 쇼옴니아(SPH-M8400), 레일라(LG-KU2100)만 olleh 마켓을 지원합니다."
"서비스이용안내","쇼옴니아, 레일라로 olleh 마켓에 접속했더니 음악, 영상, eBook이 보이지 않습니다.","","쇼옴니아, 레일라로 olleh 마켓에 접속했더니 음악, 영상, eBook이 보이지 않습니다.","마켓 ","쇼옴니아, 레일라에서는 olleh 마켓 콘텐츠 중 음악, 영상, eBook을 제외한 어플리케이션만 제공하고 있습니다. 콘텐츠는 추후 서비스 예정입니다."
"서비스이용안내","쇼옴니아, 레일라의 쇼앱스토어를 실행했더니 업그레이드 하라고 나옵니다.","","쇼옴니아, 레일라의 쇼앱스토어를 실행했더니 업그레이드 하라고 나옵니다.","마켓 ","쇼앱스토어가 olleh 마켓으로 확대 개편하면서 기존 폰에서 쇼앱스토어 실행 시 olleh 마켓으로 업그레이드 절차를 거칩니다."
"서비스이용안내","쇼앱스토어를 olleh 마켓으로 업데이트 했는데, 아이콘 이름이 쇼앱스토어입니다. 왜 그런가요?","","쇼앱스토어를 olleh 마켓으로 업데이트 했는데, 아이콘 이름이 쇼앱스토어입니다. 왜 그런가요?","마켓 ","윈도우 모바일 특성상 폰에 내장된 어플리케이션 이름이 변경되지 않습니다."
"서비스이용안내","쇼옴니아를 윈도우 모바일 6.5로 업그레이드 하면 어플과 모든 개인정보가 삭제되나요?","","쇼옴니아를 윈도우 모바일 6.5로 업그레이드 하면 어플과 모든 개인정보가 삭제되나요?","마켓 ","업그레이드를 진행하면 개인정보와 모든 데이터 정보가 초기화됩니다. 윈도우 업그레이드 시 개인정보는 쇼옴니아의 PC 매니저를 통해 백업해야 합니다. 구매한 어플리케이션은 olleh 마켓 구매내역에서 다시 내려 받으셔서 설치하시면 됩니다."
"서비스이용안내","설치한 어플리케이션을 어떻게 제거하나요?","","설치한 어플리케이션을 어떻게 제거하나요?","마켓 ","■  쇼옴니아에서 어플리케이션 삭제 방법    ① 시작을 선택합니다.     ② 단말설정을 선택합니다.     ③ 단말설정 페이지의 상단에 메모리 관리를 선택하고, 주 메모리를 선택합니다.     ④주 메모리에 진입하게 되면 현재 설치되어 있는 프로그램 목록이 보이고, 여기에서     삭제하고자 하는 어플리케이션의 우측에 삭제 버튼을 눌러서 삭제를 할 수 있습니다.  ■  레일라에서 어플리케이션 삭제 방법     ① 시작을 선택합니다.     ② 시작에서 설정을 선택합니다.     ③ 설정 화면에서 시스템을 선택합니다.     ④ 시스템에서 프로그램 제거를 선택하면 프로그램 제거 페이지가 보여지고, 여기에서     설치된 어플리케이션 리스트가 보입니다.     ⑤ 삭제하고자 하는 어플리케이션을 선택한 후 제거 버튼을 선택합니다."
"서비스이용안내","olleh 마켓을 이용할 수 있는 태블릿이 따로 있나요?","","olleh 마켓을 이용할 수 있는 태블릿이 따로 있나요?","마켓 ","태블릿 중 ''아이덴티티탭(K-Pad), 갤럭시탭(SHW-M180K/가로보기만 지원), 갤럭시탭 10,1(SHW-M380K) 등''에서 olleh 마켓을 이용할 수 있습니다. 서비스 지원에 대한 최신 정보는 olleh 홈페이지(www.olleh.com) > 콘텐츠 > App> 마켓 고객지원 > 이용가능단말 메뉴에서 확인하실 수 있습니다."
"서비스이용안내","olleh 마켓을 실행하면 로그인 하라고 나옵니다.","","olleh 마켓을 실행하면 로그인 하라고 나옵니다.","마켓 ","태블릿에서 olleh 마켓을 이용하기 위해서는 반드시 올레ID로 로그인하셔야 합니다. 로그인 계정 정보는 저장되어 다음 이용 시에는 ID,비밀번호 입력없이 바로 접속할 수 있습니다.올레ID가 없는 경우 올레닷컴 홈페이지에서 회원 가입하시기 바랍니다."
"서비스이용안내","다른 아이디로 로그인하고 싶습니다.","","다른 아이디로 로그인하고 싶습니다.","마켓 ","태블릿의 메뉴키를 눌러 설정 > 계정 설정에서 로그아웃 하신 후 다른 아이디로 로그인 하시면 됩니다."
"서비스이용안내","결제는 어떻게 하나요?","","결제는 어떻게 하나요?","마켓 ","olleh 이동전화요금 합산납부 또는 사이버머니인 KOIN으로 결제할 수 있습니다. 향후 신용카드 결제를 지원할 예정입니다. * 2011년 7월 1일부터 올레마켓 스마트폰에서 KOIN 사용은 어렵습니다."
"서비스이용안내","olleh 마켓 어플리케이션은 어떻게 설치하나요?","","olleh 마켓 어플리케이션은 어떻게 설치하나요?","마켓 ","쇼앱스토어가 설치되어 있는 경우 실행하시면 olleh 마켓으로 자동 업그레이드 됩니다. 단, 넥서스원은 마켓 홈페이지(market.olleh.com)에서 SMS로 설치할 수 있습니다."
"서비스이용안내","콘텐츠를 이용하기 위해 설치해야 할 필수 프로그램은 무엇인가요?","","콘텐츠를 이용하기 위해 설치해야 할 필수 프로그램은 무엇인가요?","마켓 ","구매한 콘텐츠를 이용하기 위해서는 콘텐츠 종류에 따라 플레이어, 미디어보관함, eBook 뷰어, DRM매니저, DRM서비스 등이 필요합니다. 또한 PC 매니저의 내보내기 기능을 이용하려면 싱크매니저를 설치해야 합니다."
"서비스이용안내","콘텐츠를 이용하기 필수 프로그램(예 : 플레이어)은 어떻게 설치하나요?","","콘텐츠를 이용하기 필수 프로그램(예 : 플레이어)은 어떻게 설치하나요?","마켓 ","플레이어, eBook 뷰어 등은 해당 콘텐츠 구매 시 자동으로 설치됩니다. 수동으로 설치하기 원하시면 olleh 마켓 실행 후 태블릿 메뉴 키를 누르시고 ‘프로그램 설치’ 화면으로 이동하여 각 필수 프로그램을 설치하시기 바랍니다. 필수 프로그램은 무료로 설치하실 수 있습니다."
"서비스이용안내","필수 프로그램을 설치는 무료인가요?","","필수 프로그램을 설치는 무료인가요?","마켓 ","정보이용료와 데이터 통화료 모두 무료입니다."
"서비스이용안내","구매한 콘텐츠를 어떻게 이용할 수 있나요?","","구매한 콘텐츠를 어떻게 이용할 수 있나요?","마켓 ","구매하여 다운로드 한 콘텐츠 중 영상과 음악 콘텐츠는 ''olleh 플레이어'', eBook은 ''olleh eBook''을 통해 이용하실 수 있습니다."
"서비스이용안내","olleh 플레이어와 olleh eBook 뷰어는 어디서 다운로드 받을 수 있나요?","","olleh 플레이어와 olleh eBook 뷰어는 어디서 다운로드 받을 수 있나요?","마켓 ","플레이어, eBook 뷰어 등은 해당 콘텐츠 구매 시 자동으로 설치됩니다. 수동으로 설치하기 원하시면 olleh 마켓 실행 후 태블릿 메뉴 키를 누르시고 ‘프로그램 설치’ 화면으로 이동하여 각 필수 프로그램을 설치하시기 바랍니다. 필수 프로그램은 무료로 설치하실 수 있습니다."
"서비스이용안내","음악, 영상, eBook을 구매 후 다운로드 했는데 사라졌습니다. 어떻게 재생할 수 있나요?","","음악, 영상, eBook을 구매 후 다운로드 했는데 사라졌습니다. 어떻게 재생할 수 있나요?","마켓 ","콘텐츠 종류에 따라 음악/영상은 olleh 플레이어에서, eBook은 olleh eBook에서 이용하실 수 있습니다."
"서비스이용안내","일반 폰에서 음악, 영상, eBook 등의 콘텐츠를 구매하고 이용할 수 있나요?","","일반 폰에서 음악, 영상, eBook 등의 콘텐츠를 구매하고 이용할 수 있나요?","마켓 ","일반 폰은 단말의 특성상 다운로드팩 콘텐츠만 구매하고 이용할 수 있습니다."
"서비스이용안내","다운로드팩이 무엇인가요?","","다운로드팩이 무엇인가요?","마켓 ","일반 휴대폰에서 이용할 수 있는 게임, 유틸리티 등의 어플리케이션을 말합니다."
"서비스이용안내","다운로드팩을 내려 받을 때 데이터 통화료가 부과되나요?","","다운로드팩을 내려 받을 때 데이터 통화료가 부과되나요?","마켓 ","다운로드팩 다운로드 시에는 데이터 통화료가 부과됩니다."
"서비스이용안내","구매한 다운로드팩을 다시 다운 받을 수 있나요?","","구매한 다운로드팩을 다시 다운 받을 수 있나요?","마켓 ","폰에서 다운로드팩 보관함에 접속하시거나 olleh 다운로드팩 MY 보관함에서 다시 받을 수 있습니다."
"서비스이용안내","결제 방법에는 어떤 것이 있나요?","","결제 방법에는 어떤 것이 있나요?","마켓 ","olleh 이동전화요금 합산납부 또는 사이버머니인 KOIN으로 결제할 수 있습니다. 향후 신용카드 결제를 지원할 예정입니다. ① 이동전화요금 합산납부를 하시려면 휴대폰 정보를 등록하셔야 합니다. 올레닷컴(www.olleh.com) > 콘텐츠 > App > 구매내역 > My Page > kt 단말인증관리 > 단말 설정하기 > 좌측의 휴대폰/태블릿 관리에서 등록하세요. ② KOIN은 잔액이 있어야 결제하실 수 있습니다. 올레닷컴(www.olleh.com)의 My olleh > KOIN 에서 잔액을 확인하거나 충전하세요.* 2011년 7월 1일부터 올레마켓 스마트폰에서 KOIN 사용이 어렵습니다."
"서비스이용안내","이동전화요금 합산납부 하기 위해 휴대폰 등록은 어떻게 하나요?","","이동전화요금 합산납부 하기 위해 휴대폰 등록은 어떻게 하나요?","마켓 ","올레닷컴(www.olleh.com) > 콘텐츠 > App > 구매내역 > My Page > kt 단말인증관리 > 단말 설정하기 > 좌측의 휴대폰/태블릿 관리에서 등록하시면 됩니다. 기존 olleh 정회원은 따로 등록하실 필요 없습니다."
"서비스이용안내","폰에서 결제는 어떻게 하나요?","","폰에서 결제는 어떻게 하나요?","마켓 ","휴대폰에서는 현재 고객님 휴대폰 요금에 합산되어 청구되는 ''olleh 이동전화요금 합산납부 결제''만 가능합니다. 추후 결제수단의 종류를 확대할 예정입니다."
"서비스이용안내","무료 콘텐츠를 다운받을때 요금이 부과되나요?","","무료 콘텐츠를 다운받을때 요금이 부과되나요?","마켓 ","무료 콘텐츠를 다운로드 받을 때 해당 콘텐츠는 무료입니다. 단, 무료 어플 안에 유료화 상품이 포함된 경우 해당 건에 한해 요금이 부과될 수 있습니다."
"서비스이용안내","KOIN으로 결제가 된다는데 KOIN이 무엇인가요?","","KOIN으로 결제가 된다는데 KOIN이 무엇인가요?","마켓 ","KOIN은 olleh의 사이버머니입니다. 일정 금액을 미리 충전하여 콘텐츠 구매 시 사용할 수 있습니다."
"서비스이용안내","KOIN의 잔액이 부족하여 결제가 안 됩니다.","","KOIN의 잔액이 부족하여 결제가 안 됩니다.","마켓 ","상품의 가격보다 KOIN 잔액이 많아야 결제가 가능합니다. olleh 홈페이지(www.olleh.com)의 폰서비스 > My 폰서비스 > KOIN 에서 잔액을 확인하거나 충전하실 수 있습니다. * 2011년 7월 1일부터 올레마켓 스마트폰에서 KOIN 사용이 어렵습니다."
"서비스이용안내","KOIN은 어떻게 충전하나요?","","KOIN은 어떻게 충전하나요?","마켓 ","olleh 홈페이지(www.olleh.com)의 폰서비스 > My 폰서비스 > KOIN 에서 잔액을 확인하거나 충전하실 수 있습니다."
"서비스이용안내","KOIN이 얼마나 있는지 알고 싶습니다.","","KOIN이 얼마나 있는지 알고 싶습니다.","마켓 ","올레닷컴(www.olleh.com)의 폰서비스 > My 폰서비스 > KOIN 에서 잔액을 확인하거나 충전하실 수 있습니다."
"서비스이용안내","폰에서 KOIN으로 결제할 수 있나요?","","폰에서 KOIN으로 결제할 수 있나요?","마켓 ","폰에서는 KOIN 결제 대신 이동통신요금 후불합산 결제만 가능합니다."
"서비스이용안내","구매한 내역은 어디에서 확인할 수 있나요?","","구매한 내역은 어디에서 확인할 수 있나요?","마켓 ","olleh 마켓 구매내역 또는 단말의 구매내역(MY > 구매내역)에서 확인할 수 있습니다."
"서비스이용안내","구매내역을 삭제하고 싶습니다.","","구매내역을 삭제하고 싶습니다.","마켓 ","구매내역을 삭제하는 기능은 제공하지 않습니다. 어플리케이션, 콘텐츠를 다시 다운로드 받거나 업데이트 하기 위해 olleh 마켓의 구매내역은 삭제 없이 계속 저장하고 있습니다."
